html_file,table_num,属性名,説明,属性の型
KsjTmplt-A37.html,8,年平均日射量（A37_310001）,単位面積当たりの年間日射量（平均年の値、MJ/㎡･day）,実数型（Real）
KsjTmplt-A37.html,8,平均風速（標高30m）（A37_310002）,標高30ｍ地点の平均風速（m/s）,実数型（Real）
KsjTmplt-A37.html,8,平均風速（標高50m）（A37_310003）,標高50ｍ地点の平均風速（m/s）,実数型（Real）
KsjTmplt-A37.html,8,平均風速（標高70m）（A37_310004）,標高70ｍ地点の平均風速（m/s）,実数型（Real）
KsjTmplt-A37.html,8,耕作放棄地面積（A37_320001）,以前耕地であったもので、過去１年間以上作物を栽培していない土地のうち、この数年間に再び耕作する考えのない土地（ha）,実数型（Real）
KsjTmplt-A37.html,8,宿泊能力（客室数）（A37_330001）,指定の市町村内に存在する宿泊施設のベッド数の合計,整数型（Integer）
KsjTmplt-A37.html,8,各年別救急車出動件数（A37_34XXXX）※XXXX：該当年の西暦,指定地域の市町村単位に集計した救急自動車で傷病者を搬送した年間出動件数（指定年次〜2013年）,整数型（Integer）
KsjTmplt-A37.html,8,各年別消防防災ヘリ出動件数（A37_35XXXX）※XXXX：該当年の西暦,地域指定当時の市町村単位で集計した消防防災ヘリコプターで傷病者を救急搬送した年間の出動件数（指定年次~2013年）,整数型（Integer）
KsjTmplt-A37.html,8,各年別平均現場到着所要時間（A37_36XXXX）※XXXX：該当年の西暦,地域指定当時の市町村単位で集計した救急事故の覚知（119番通報）から現場に到着するまでに要した平均時間（分）（地域指定年〜2013年）,実数型（Real）
KsjTmplt-A37.html,8,各年別平均病院収容時間（A37_37XXXX）※XXXX：該当年の西暦,地域指定当時の市町村単位で集計した覚知（119番通報）から病院収容までの平均時間（分）（地域指定年〜2013年）,実数型（Real）
KsjTmplt-A37.html,8,小・中学校生徒数（H12）（A37_382000）,地域指定当時の市町村単位で集計した平成12（2000）年の国勢調査の集計による小学生・中学校の人数（人）,整数型（Integer）
KsjTmplt-A37.html,8,小・中学校生徒数（H22）（A37_382010）,地域指定当時の市町村単位で集計した平成22（2010）年の国勢調査の集計による小学生・中学校の人数（人）,整数型（Integer）
KsjTmplt-A37.html,8,高校生徒数（H12）（A37_392000）,地域指定当時の市町村単位で集計した平成12（2000）年の国勢調査の集計による高校生の人数（人）,整数型（Integer）
KsjTmplt-A37.html,8,高校生徒数（H22）（A37_392010）,地域指定当時の市町村単位で集計した平成22（2010）年の国勢調査の集計による高校生の人数（人）,整数型（Integer）
KsjTmplt-A37.html,8,最寄空港までのアクセス時間（起点の施設名）（A37_400001）,最寄り空港までのアクセス時間を算出する際の起点となる市役所・役場・支所等の公共施設の名称,文字列型（CharacterString）
KsjTmplt-A37.html,8,最寄空港までのアクセス時間（終点の施設名）（A37_400002）,最寄り空港までのアクセス時間を算出する際の終点となる空港の名称,文字列型（CharacterString）
KsjTmplt-A37.html,8,最寄空港までのアクセス時間（平均所要時間）（A37_400003）,「全国総合交通分析システム（NITAS）」により分析した市役所・役場・支所等の公共施設から最寄りとなる空港までの平均所要時間（分）,整数型（Integer）
KsjTmplt-A37.html,8,最寄新幹線停車駅までのアクセス時間（起点の施設名）（A37_410001）,最寄り新幹線停車駅までのアクセス時間を算出する際の起点となる市役所・役場・支所等の公共施設の名称,文字列型（CharacterString）
KsjTmplt-A37.html,8,最寄新幹線停車駅までのアクセス時間（終点の施設名）（A37_410002）,最寄り新幹線停車駅までのアクセス時間を算出する際の終点となる新幹線停車駅の名称,文字列型（CharacterString）
KsjTmplt-A37.html,8,最寄新幹線停車駅までのアクセス時間（平均所要時間）（A37_410003）,「全国総合交通分析システム（NITAS）」により分析した市役所・役場・支所等の公共施設から最寄りとなる新幹線停車駅までの平均所要時間（分）,整数型（Integer）
KsjTmplt-A37.html,8,最寄ICまでのアクセス時間（起点の施設名）（A37_420001）,最寄りICまでのアクセス時間を算出する際の起点となる市役所・役場・支所等の公共施設の名称,文字列型（CharacterString）
KsjTmplt-A37.html,8,最寄ICまでのアクセス時間（終点の施設名）（A37_420002）,最寄りICまでのアクセス時間を算出する際の終点となる高速道路ICの名称,文字列型（CharacterString）
KsjTmplt-A37.html,8,最寄ICまでのアクセス時間（平均所要時間）（A37_420003）,「全国総合交通分析システム（NITAS）」により分析した市役所・役場・支所等の公共施設から最寄りとなる高速道路ICまでの平均所要時間（分）,整数型（Integer）
KsjTmplt-A38.html,1,医療圏（面）,医療圏の範囲,面型（GM_Surface）
KsjTmplt-A38.html,2,一次医療圏,NA,NA
KsjTmplt-A38.html,2,行政区域コード(A38a_001),都道府県コードと市区町村コードからなる、行政区を特定するためのコード,コードリスト「行政コード」
KsjTmplt-A38.html,2,市区町村名(A38a_002),当該行政区の市区町村の名称,文字列型(CharacterString)
KsjTmplt-A38.html,2,二次医療圏コード(A38a_003),当該一次医療圏が含まれる二次医療圏を示す一意のコード,文字列型(CharacterString)
KsjTmplt-A38.html,2,二次医療圏名(A38a_004),当該一次医療圏が含まれる二次医療圏の名称,文字列型(CharacterString)
KsjTmplt-A38.html,2,設定フラグ(A38a_005),一次医療圏を医療計画等で定義しているかどうかを判断するためのコード,コードリスト「設定フラグ」
KsjTmplt-A38.html,2,二次医療圏,NA,NA
KsjTmplt-A38.html,2,行政区域コード(A38b_001),当該二次医療圏を構成する市区町村の行政コード,コードリスト「行政コード」
KsjTmplt-A38.html,2,市区町村名(A38b_002),当該二次医療圏を構成する市区町村の名称,文字列型(CharacterString)
KsjTmplt-A38.html,2,二次医療圏コード(A38b_003),当該二次医療圏を示す一意のコード,文字列型(CharacterString)
KsjTmplt-A38.html,2,二次医療圏名(A38b_004),当該二次医療圏の名称,文字列型(CharacterString)
KsjTmplt-A38.html,2,面積（医療計画）(A38b_005),都道府県が定めた地域保健医療計画に掲載されている面積(㎡),実数型(Real)
KsjTmplt-A38.html,2,面積（国土地理院）(A38b_006),国土地理院が「全国都道府県市区町村別面積調」として公表している市区町村別の面積を、構成する市区町村について合計した面積(㎡),実数型(Real)
KsjTmplt-A38.html,2,人口（医療計画）(A38b_007),都道府県が定めた地域保健医療計画に掲載されている人口(人),整数型(Integer)
KsjTmplt-A38.html,2,総人口（住民基本台帳）(A38b_008),総務省が「住民基本台帳に基づく人口、人口動態及び世帯数」として公表している市区町村別・年齢別の総人口を、構成する市区町村について合計したもの(人),整数型(Integer)
KsjTmplt-A38.html,2,人口（15才未満）（住民基本台帳）(A38b_009),総務省が「住民基本台帳に基づく人口、人口動態及び世帯数」として公表している市区町村別・年齢別の15才未満人口を、構成する市区町村について合計したもの(人),整数型(Integer)
KsjTmplt-A38.html,2,人口（15才以上65才未満）（住民基本台帳）(A38b_010),総務省が「住民基本台帳に基づく人口、人口動態及び世帯数」として公表している市区町村別・年齢別の15才以上65才未満人口を、構成する市区町村について合計したもの(人),整数型(Integer)
KsjTmplt-A38.html,2,人口（65才以上）（住民基本台帳）(A38b_011),総務省が「住民基本台帳に基づく人口、人口動態及び世帯数」として公表している市区町村別・年齢別の65才以上人口を、構成する市区町村について合計したもの(人),整数型(Integer)
KsjTmplt-A38.html,2,三次医療圏,NA,NA
KsjTmplt-A38.html,2,都道府県名(A38c_001),当該三次医療圏が属する都道府県の名称,文字列型(CharacterString)
KsjTmplt-A38.html,2,三次医療圏名(A38c_002),当該三次医療圏の名称,文字列型(CharacterString)
KsjTmplt-A39-v1_1.html,1,都道府県コード（A39_001）,都道府県を一意に識別するためのコード。,都道府県コード
KsjTmplt-A39-v1_1.html,1,行政コード（A39_002）,都道府県コードと市区町村コード,行政コード
KsjTmplt-A39-v1_1.html,1,市区町村名（A39_003）,当該行政区の市区町村の名称。正式な名称である。,文字列型(CharacterString)
KsjTmplt-A39-v1_1.html,1,地区ID（A39_004）,市区町村別に密集市街地の地区別を示すための固有のID。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,地区分割フラグ（A39_005）,"密集市街地の地区別の範囲を分割した場合（地区が接合していない２つ以上の範囲・飛び地など）の地区分割フラグ。
同一地区を分割した場合（２つ以上のポリゴン）に地区分割フラグとして、「１」を分割地区全てに入力する。分割しない場合は、「NULL」とする。",整数型(Integer)
KsjTmplt-A39-v1_1.html,1,地区名（A39_006）,当該地区の地区名。,文字列型(CharacterString)
KsjTmplt-A39-v1_1.html,1,地区面積（A39_007）,面積の単位は「ha」である。小数点１桁とする。,実数型(Real)
KsjTmplt-A39-v1_1.html,1,所在地（A39_008）,該当する町丁目名（複数可）。,文字列型(CharacterString)
KsjTmplt-A39-v1_1.html,1,地区人口a（A39_009）,自治体提供の参照資料による地区内の居住人口（総数）。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,地区人口b（A39_010）,平成22年度国勢調査データから地区内の居住人口（総数）を算出した値。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,地区世帯数a（A39_011）,自治体提供の参照資料による地区内の世帯数（総数）。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,地区世帯数b（A39_012）,平成22年度国勢調査データから地区内の居住人口（総数）を算出した値。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,建物総棟数a（A39_013）,自治体提供の参照資料による建物総棟数。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,建物総棟数b（A39_014）,地理院地図から地区内の建物を算出した値。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,木造建物棟数（A39_015）,自治体提供の参照資料による木造建物棟数。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,裸木造建物棟数（A39_016）,自治体提供の参照資料による木造建物のうち裸木造の建物棟数。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,防火木造建物棟数（A39_017）,自治体提供の参照資料による木造建物のうち防火木造の建物棟数。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,準耐火木造建物棟数（A39_018）,自治体提供の参照資料による木造建物のうち準耐火木造の建物棟数。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,耐火木造建物棟数（A39_019）,自治体提供の参照資料による木造建物のうち耐火木造の建物棟数。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,不燃領域率（A39_020）,地区別の不燃領域率。単位は「％」で、小数点１桁とする。,実数型(Real)
KsjTmplt-A39-v1_1.html,1,不燃領域率定義（A39_021）,不燃領域率の評価指標の算定に係る定義の区別。,不燃領域率定義コード
KsjTmplt-A39-v1_1.html,1,木防率（A39_022）,地区別の木防率。単位は「％」で、小数点１桁とする。,実数型(Real)
KsjTmplt-A39-v1_1.html,1,調査年度（A39_023）,自治体提供の参照資料による調査年度とする。参照資料の各データが調査された年。「西暦」（４桁の半角整数）とする。,文字列型(CharacterString)
KsjTmplt-A39-v1_1.html,1,75歳以上高齢者数（A39_024）,地区内の75歳以上の高齢者の人数。平成22年度国勢調査（5歳階級別）データから地区内の75歳以上人口を算出した値。,整数型(Integer)
KsjTmplt-A39-v1_1.html,1,防災再開発促進地区指定（A39_025）,該当地区の防災再開発促進地区（密集法）の指定状況。「密集市街地における防災街区の促進に関する法律」（密集法）における「特に一体的かつ総合的に市街地の再開発を促進すべき相当規模の地区」として防災再開発促進地区の指定状況を指す。,防災再開発促進地区指定コード
KsjTmplt-A40.html,1,津波浸水想定（面）,津波浸水想定の範囲,曲面型（GM_Surface）
KsjTmplt-A40.html,2,都道府県名（A40_001）,都道府県の名称,文字列型（CharacterString）
KsjTmplt-A40.html,2,都道府県コード（A40_002）,都道府県を示す2桁のコード,整数型（Integer）
KsjTmplt-A40.html,2,津波浸水深の区分（A40_003）,各都道府県の報告書等に記載あるランク区分,文字列型（CharacterString）
KsjTmplt-C02-v3_2.html,1,地点,港湾の位置。,点型（GM_Point）
KsjTmplt-C02-v3_2.html,1,種別（1）,港湾調査規則（昭和26年運輸省令第13号）の別表に掲げる甲乙種。,コードリスト「港湾種別（1）コード」
KsjTmplt-C02-v3_2.html,1,種別（2）,港湾法で定める港湾種別毎に定められるコード。,コードリスト「港湾種別（2）コード」
KsjTmplt-C02-v3_2.html,1,行政区域コード,都道府県コードと市区町村コードからなる、行政区を特定するためのコード。,コードリスト「行政コード」
KsjTmplt-C02-v3_2.html,1,港湾コード,港湾を特定するためのコード。都道府県コード番号（2桁）＋一意番号（3桁）,整数型
KsjTmplt-C02-v3_2.html,1,港湾名,当該港湾の名称。,文字列型
KsjTmplt-C02-v3_2.html,1,管理者区分,港湾の管理者を区分するためのコード。,コードリスト「港湾管理者区分コード」
KsjTmplt-C02-v3_2.html,1,管理者名,当該港湾の管理者の名称。港湾の管理者とは、港湾法に基づき、港湾を全体として開発し、保全し、これを公共の利用に供し、港湾という営造物の性質、用法に従ってこれを善良に管理する公共的責任をもつ主体。,文字列型
KsjTmplt-C02-v3_2.html,1,政令指定年月日,重要港湾の指定年月日。,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する。
KsjTmplt-C02-v3_2.html,1,設立年月日,港湾の設立年月日。,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する。
KsjTmplt-C02-v3_2.html,1,海事機関種別,関係する官公署機関の有無および官公署機関を特定するためのコード。,コードリスト「海事機関種別コード」
KsjTmplt-C02-v3_2.html,1,外郭施設延長,"普通交付税に関する省令第5条第1項に定める港湾における外郭施設の延長。単位は「m」とする。
（外郭施設延長：防波堤、防砂堤、防潮堤、導流堤、水門、閘門、護岸、堤防、突堤及び胸壁）",整数型
KsjTmplt-C02-v3_2.html,1,係留施設延長,"普通交付税に関する省令第5条第1項に定める港湾における係留施設の延長。単位は「m」とする。
（係留施設延長：岸壁、係船浮標、係船くい、桟橋、浮桟橋、物揚場及び船揚場）",整数型
KsjTmplt-C02-v3_2.html,1,フェリー便有無,当該港湾におけるフェリー便の有無。,真偽値型
KsjTmplt-C02-v3_2.html,2,場所,港湾区域の位置。,曲線型（GM_Curve）
KsjTmplt-C02-v3_2.html,2,県コード,都道府県を一意に識別するために付された番号。,コードリスト「都道府県コード」
KsjTmplt-C02-v3_2.html,2,港湾コード,港湾を特定するためのコード。都道府県コード番号（2桁）＋一意番号（3桁）,整数型
KsjTmplt-C02-v3_2.html,3,場所,港域の位置。,曲線型（GM_Curve）
KsjTmplt-C02-v3_2.html,3,県コード,都道府県を一意に識別するために付された番号。,コードリスト「都道府県コード」
KsjTmplt-C02-v3_2.html,3,港湾コード,港湾を特定するためのコード。都道府県コード番号（2桁）＋一意番号（3桁）,整数型
KsjTmplt-C09.html,1,地点,漁港の位置。,点型（GM_Point）
KsjTmplt-C09.html,1,漁港コード,"漁港を特定するためのコード。
県コード(2桁)+漁港の種類(1桁)+都道府県内の番号(4桁)。",整数型
KsjTmplt-C09.html,1,漁港名,漁港の名称。,文字列型
KsjTmplt-C09.html,1,行政区域コード,都道府県コードと市区町村コードからなる、行政区を特定するためのコード。,コードリスト「行政コード」
KsjTmplt-C09.html,1,種別,漁港漁場整備法第5条及び第19条の3に示す漁港の種別を特定するためのコード。,コードリスト「漁港種別コード」
KsjTmplt-C09.html,1,管理者区分,漁港の管理者を区分するためのコード。,コードリスト「漁業管理者区分コード」
KsjTmplt-C09.html,1,管理者名,当該漁港の管理者の名称。,文字列型
KsjTmplt-C09.html,1,指定年月日,当該漁港の指定年月日。,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する。
KsjTmplt-C09.html,1,関係漁業協同組合,当該漁港に関係する漁業組合の名称。,文字列型
KsjTmplt-C09.html,1,外郭施設延長,"普通交付税に関する省令第5条第1項に定める漁港における外郭施設の延長。
単位は「m」とする。（外郭施設：防波堤、防砂堤、防潮堤、導流堤、水門、閘門、護岸、堤防、突堤及び胸壁）",整数型
KsjTmplt-C09.html,1,係留施設延長,普通交付税に関する省令第5条第1項に定める漁港における係留施設の延長。単位は「m」とする。（係留施設：岸壁、物揚場、係船浮標、係船くい、桟橋、浮桟橋及び船揚場）,整数型
KsjTmplt-C09.html,2,場所,漁港区域の位置。,曲線型（GM_Curve）
KsjTmplt-C09.html,2,県コード,都道府県を一意に識別するために付された番号。,コードリスト「都道府県コード」
KsjTmplt-C09.html,2,漁港番号,漁港を特定するためのコード。県コード(2桁)+漁港の種類(1桁)+都道府県内の番号(4桁)。,整数型
KsjTmplt-C23.html,1,場所,"海岸線の位置。
陸と海との境界を言う。海岸線は海の干満によって変化する。地形図に記載された海岸線は満潮時のものである。",曲線型（GM_Curve）
KsjTmplt-C23.html,1,行政区域コード,都道府県コードと市区町村コードからなる、行政区を特定するためのコード。,コードリスト「行政コード」
KsjTmplt-C23.html,1,所管官庁,海岸線を所管する官庁を特定するコード。,コードリスト「所管官庁コード」
KsjTmplt-C23.html,1,海岸保全区域番号,海岸法に基づく海岸保全区域の番号。,整数型　※不明の場合、“9999”とする。
KsjTmplt-C23.html,1,海岸保全区域・海岸名,"海岸保全区域の海岸名称。
海岸保全区域とは、海岸法に基づき津波、高潮、波浪その他海水又は地盤の変動による被害から海岸を保護し、国土の保全に資するため必要があると認めて都道府県知事が指定した一定の海岸の区域をいう。原則として、陸地においては満潮時の水際線から50ｍ、水面においては干潮時の水際線から50ｍとされている。",文字列型
KsjTmplt-C23.html,1,海岸保全区域・海岸管理者,海岸保全区域の海岸管理者を区分するためのコード。,コードリスト「海岸保全区域・海岸管理者コード」
KsjTmplt-C23.html,1,海岸保全区域・海岸管理者名,海岸保全区域の海岸管理者の名称。,文字列型
KsjTmplt-C23.html,1,河口,河口部かどうかの区別。,真偽値型（true：河口部、false：その他）
KsjTmplt-C28-v2_4.html,1,場所,空港区域の位置。,曲面型（GM_Surface）
KsjTmplt-C28-v2_4.html,1,行政区域コード（C28_001）,都道府県コードと市区町村コードからなる、行政区を特定するためのコード。,コードリスト「行政コード」
KsjTmplt-C28-v2_4.html,1,種別（C28_003）,空港の種類による区別。,コードリスト「空港種別コード」
KsjTmplt-C28-v2_4.html,1,供用中・建設中の区別（C28_004）,空港が供用されているか建設中かの区別。,列挙型（供用中=1、建設中=2、休止中=3）
KsjTmplt-C28-v2_4.html,1,名称（C28_005）,空港の呼称。,文字列型
KsjTmplt-C28-v2_4.html,1,設置者（C28_006）,空港を設立した組織。,コードリスト「設置者・管理者コード」
KsjTmplt-C28-v2_4.html,1,管理者（C28_007）,空港を管理している組織。,コードリスト「設置者・管理者コード」
KsjTmplt-C28-v2_4.html,1,特定飛行場の指定状況（C28_008）,法律等によって特定の指定を受けているかどうかの区別。,列挙型（「公共用飛行場周辺における航空機騒音による障害の防止等に関する法律」に基づく特定飛行場で、かつ周辺整備空港に指定されている場合=1、周辺整備空港に指定されていない特定飛行場=2、特定飛行場以外=3、未定=4）
KsjTmplt-C28-v2_4.html,1,運用時間（開始）（C28_009）,1日のうちで、空港の運用が開始する時刻。,順序型（整数型の配列）記述例）0730（7時30分の場合）記述例）0000（0時0分の場合）※運用時間が24時間の場合、開始時間は0時0分とする。
KsjTmplt-C28-v2_4.html,1,運用時間（終了）（C28_010）,1日のうちで、空港の運用が終了する時刻。,"順序型（整数型の配列）記述例）2130（21時30分の場合）記述例）2400（24時0分の場合）
※運用時間が24時間の場合、終了時刻は24時0分とする。"
KsjTmplt-C28-v2_4.html,1,定期便の有無（C28_011）,当該空港に定期便があるかどうかの区別。,コードリスト「定期便の有無コード」
KsjTmplt-C28-v2_4.html,2,ターミナルビル,当該空港に存在するターミナルビル。,地物「ターミナルビル」
KsjTmplt-C28-v2_4.html,2,標点,当該空港に存在する標点。,地物「標点」
KsjTmplt-C28-v2_4.html,2,滑走路,当該空港に存在する滑走路。,地物「滑走路」
KsjTmplt-C28-v2_4.html,2,調査内容,1日当たり着陸回数や乗降客数等、当該空港について行われる毎年の調査の内容。,タイプ型「調査内容」
KsjTmplt-C28-v2_4.html,3,地点,ターミナルビルの位置。,点型（GM_Point）
KsjTmplt-C28-v2_4.html,4,地点,標点の位置。,点型（GM_Point）
KsjTmplt-C28-v2_4.html,5,滑走路延長（C28_012）,"滑走路の長さ。単位は「m」とする。
複数ある場合は’,’区切りで列記する。",文字列型
KsjTmplt-C28-v2_4.html,5,滑走路幅（C28_013）,"滑走路の幅。単位は「m」とする。
複数ある場合は’,’区切りで列記する。",文字列型
KsjTmplt-C28-v2_4.html,6,調査年（C28_014）,調査を行った時期。,時間型（TM_Instant） ※西暦で「年」のみを記述する。
KsjTmplt-C28-v2_4.html,6,１日あたりの着陸回数（C28_015）,当該空港の1年間の着陸回数を365で除した数値,整数型
KsjTmplt-C28-v2_4.html,6,１日あたりの乗降客数（C28_016）,当該空港の1年間の乗降客数を365で除した数値,整数型
KsjTmplt-G02.html,1,3次メッシュコード,1kmメッシュ範囲を表す標準地域3次メッシュ番号,文字列型(CharacterString)
KsjTmplt-G02.html,1,1月降水量,当該メッシュにおける1月の降水量の月合計値（0.1mm単位）　以下、12月まで同様,整数型(Integer)
KsjTmplt-G02.html,1,2月降水量,2月の降水量,整数型(Integer)
KsjTmplt-G02.html,1,3月降水量,3月の降水量,整数型(Integer)
KsjTmplt-G02.html,1,4月降水量,4月の降水量,整数型(Integer)
KsjTmplt-G02.html,1,5月降水量,5月の降水量,整数型(Integer)
KsjTmplt-G02.html,1,6月降水量,6月の降水量,整数型(Integer)
KsjTmplt-G02.html,1,7月降水量,7月の降水量,整数型(Integer)
KsjTmplt-G02.html,1,8月降水量,8月の降水量,整数型(Integer)
KsjTmplt-G02.html,1,9月降水量,9月の降水量,整数型(Integer)
KsjTmplt-G02.html,1,10月降水量,10月の降水量,整数型(Integer)
KsjTmplt-G02.html,1,11月降水量,11月の降水量,整数型(Integer)
KsjTmplt-G02.html,1,12月降水量,12月の降水量,整数型(Integer)
KsjTmplt-G02.html,1,年降水量,当該メッシュにおける降水量の年合計値（0.1mm単位）,整数型(Integer)
KsjTmplt-G02.html,1,1月気温,当該メッシュにおける1月の気温（0.1℃単位）　ここで「気温」は、最高気温、最低気温、平均気温の3種類の温度　以下、12月まで同様,整数型(Integer)
KsjTmplt-G02.html,1,2月気温,2月の気温,整数型(Integer)
KsjTmplt-G02.html,1,3月気温,3月の気温,整数型(Integer)
KsjTmplt-G02.html,1,4月気温,4月の気温,整数型(Integer)
KsjTmplt-G02.html,1,5月気温,5月の気温,整数型(Integer)
KsjTmplt-G02.html,1,6月気温,6月の気温,整数型(Integer)
KsjTmplt-G02.html,1,7月気温,7月の気温,整数型(Integer)
KsjTmplt-G02.html,1,8月気温,8月の気温,整数型(Integer)
KsjTmplt-G02.html,1,9月気温,9月の気温,整数型(Integer)
KsjTmplt-G02.html,1,10月気温,10月の気温,整数型(Integer)
KsjTmplt-G02.html,1,11月気温,11月の気温,整数型(Integer)
KsjTmplt-G02.html,1,12月気温,12月の気温,整数型(Integer)
KsjTmplt-G02.html,1,年平均気温,当該メッシュにおける年平均した気温（0.1℃単位）,整数型(Integer)
KsjTmplt-G02.html,1,1月最深積雪,当該メッシュにおける1月の積雪の月最大値（cm単位）　以下、12月まで同様,整数型(Integer)
KsjTmplt-G02.html,1,2月最深積雪,2月の積雪,整数型(Integer)
KsjTmplt-G02.html,1,3月最深積雪,3月の積雪,整数型(Integer)
KsjTmplt-G02.html,1,12月最深積雪,12月の積雪,整数型(Integer)
KsjTmplt-G02.html,1,年最深積雪,当該メッシュにおける積雪の年最大値,整数型(Integer)
KsjTmplt-G02.html,1,1月日照時間,当該メッシュにおける1月の日照時間の月合計値（0.1時間単位）　以下、12月まで同様,整数型(Integer)
KsjTmplt-G02.html,1,2月日照時間,2月の日照時間,整数型(Integer)
KsjTmplt-G02.html,1,3月日照時間,3月の日照時間,整数型(Integer)
KsjTmplt-G02.html,1,4月日照時間,4月の日照時間,整数型(Integer)
KsjTmplt-G02.html,1,5月日照時間,5月の日照時間,整数型(Integer)
KsjTmplt-G02.html,1,6月日照時間,6月の日照時間,整数型(Integer)
KsjTmplt-G02.html,1,7月日照時間,7月の日照時間,整数型(Integer)
KsjTmplt-G02.html,1,8月日照時間,8月の日照時間,整数型(Integer)
KsjTmplt-G02.html,1,9月日照時間,9月の日照時間,整数型(Integer)
KsjTmplt-G02.html,1,10月日照時間,10月の日照時間,整数型(Integer)
KsjTmplt-G02.html,1,11月日照時間,11月の日照時間,整数型(Integer)
KsjTmplt-G02.html,1,12月日照時間,12月の日照時間,整数型(Integer)
KsjTmplt-G02.html,1,年合計日照時間,当該メッシュにおける日照時間の年合計値（0.1時間単位）,整数型(Integer)
KsjTmplt-G02.html,1,1月全天日射量,当該メッシュにおける1月の全天日射量の日積算量の月平均値（0.1MJm-2）　以下、12月まで同様,整数型(Integer)
KsjTmplt-G02.html,1,2月全天日射量,2月の全天日射量,整数型(Integer)
KsjTmplt-G02.html,1,3月全天日射量,3月の全天日射量,整数型(Integer)
KsjTmplt-G02.html,1,4月全天日射量,4月の全天日射量,整数型(Integer)
KsjTmplt-G02.html,1,5月全天日射量,5月の全天日射量,整数型(Integer)
KsjTmplt-G02.html,1,6月全天日射量,6月の全天日射量,整数型(Integer)
KsjTmplt-G02.html,1,7月全天日射量,7月の全天日射量,整数型(Integer)
KsjTmplt-G02.html,1,8月全天日射量,8月の全天日射量,整数型(Integer)
KsjTmplt-G02.html,1,9月全天日射量,9月の全天日射量,整数型(Integer)
KsjTmplt-G02.html,1,10月全天日射量,10月の全天日射量,整数型(Integer)
KsjTmplt-G02.html,1,11月全天日射量,11月の全天日射量,整数型(Integer)
KsjTmplt-G02.html,1,12月全天日射量,12月の全天日射量,整数型(Integer)
KsjTmplt-G02.html,1,年平均全天日射量,当該メッシュにおける全天日射量の日積算量の年平均値（0.1MJm-2）,整数型(Integer)
KsjTmplt-G04-a.html,1,3次メッシュコード(G04a_001),標準地域メッシュの3次メッシュ,文字列型（CharacterString）
KsjTmplt-G04-a.html,1,平均標高(G04a_002),10mメッシュの標高値から算出する平均標高(m),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-a.html,1,最高標高(G04a_003),10mメッシュの標高値から算出する最高標高(m),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-a.html,1,最低標高(G04a_004),10mメッシュの標高値から算出する最低標高(m),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-a.html,1,最低標高コード(G04a_005),最低標高が海面下であるかどうかの区分。※基盤地図情報の標高では判定できないため一律“0”としている。,コードリスト型（海面下=5、その他=0）
KsjTmplt-G04-a.html,1,最大傾斜角度(G04a_006),標高傾斜度5次メッシュ（250m）の標高から算出する最大傾斜角度(度),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-a.html,1,最大傾斜方向(G04a_007),標高傾斜度5次メッシュ（250m）の標高から算出する最大傾斜の方向,コードリスト型（0=方向なし、1=北、2=北東、3=東、4=東南、5=南、6=南西、7=西、8=北西）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-a.html,1,最小傾斜角度(G04a_008),標高傾斜度5次メッシュ（250m）の標高から算出する最小傾斜角度 (度),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-a.html,1,最小傾斜方向(G04a_009),標高傾斜度5次メッシュ（250m）の標高から算出する最小傾斜の方向,コードリスト型（0=方向なし、1=北、2=北東、3=東、4=東南、5=南、6=南西、7=西、8=北西）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-a.html,1,平均傾斜角度(G04a_010),標高傾斜度5次メッシュ（250m）の標高から算出する傾斜角度の平均値（度）,実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-c.html,1,4次メッシュコード(G04c_001),標準地域メッシュの4次メッシュ,文字列型（CharacterString）
KsjTmplt-G04-c.html,1,平均標高(G04c_002),10mメッシュの標高値から算出する平均標高(m),実数型（Real）※整備データが存在しない場合、“unkown”とする。
